payment_type,payment_txn_id,payment_txn_success,failure_reason
Card,90928,N,Invalid Internet Banking Account
UPI,26710,Y, 
Wallet,46016,N,Invalid Internet Banking Account
Internet Banking,49676,Y, 
Card,60443,Y, 
Internet Banking,10158,Y, 
Wallet,91191,N,Invalid Card
Card,91588,N,Invalid Internet Banking Account
Wallet,58645,Y, 
Wallet,36433,N,Invalid CVV
Internet Banking,68938,Y, 
UPI,75437,N,Invalid CVV
Card,17947,N,Invalid Card
UPI,83777,N,Invalid CVV
Internet Banking,97739,Y, 
Card,41001,N,Invalid CVV
Internet Banking,14844,Y, 
Internet Banking,53675,N,Invalid Card
UPI,35555,Y, 
Card,60482,N,Invalid UPI Account
Wallet,11731,Y, 
Wallet,92458,Y, 
Internet Banking,98488,Y, 
UPI,71839,N,Invalid CVV
Wallet,87026,Y, 
Wallet,65043,Y, 
Wallet,51905,N,Invalid Card
UPI,34303,Y, 
Wallet,16469,Y, 
Internet Banking,40102,Y, 
Internet Banking,61559,N,Invalid Internet Banking Account
Card,48781,Y, 
Wallet,30477,N,Invalid UPI Account
Internet Banking,56491,Y, 
UPI,47789,Y, 
Wallet,65153,Y, 
UPI,67051,N,Invalid Card
UPI,73295,Y, 
Internet Banking,27537,Y, 
Internet Banking,97946,Y, 
Internet Banking,32595,N,Invalid CVV
Card,66217,Y, 
Internet Banking,13682,Y, 
Internet Banking,92896,Y, 
UPI,51211,N,Invalid CVV
Wallet,56911,Y, 
Card,29941,Y, 
UPI,23481,Y, 
Wallet,37544,N,Invalid UPI Account
Wallet,82330,Y, 
Wallet,44142,Y, 
Wallet,85920,N,Invalid Internet Banking Account
UPI,56184,Y, 
Wallet,54236,N,Invalid Internet Banking Account
Card,30968,N,Invalid Internet Banking Account
Card,35780,N,Invalid Card
Card,73596,Y, 
Wallet,43056,Y, 
Card,13165,N,Invalid Card
Internet Banking,11821,N,Invalid Internet Banking Account
Card,89217,Y, 
Internet Banking,43999,Y, 
Wallet,33773,N,Invalid Card
Internet Banking,65019,Y, 
Card,32070,N,Invalid Card
Card,50695,N,Invalid Internet Banking Account
Internet Banking,74398,N,Invalid Card
Wallet,36651,N,Invalid UPI Account
Wallet,74082,N,Invalid Internet Banking Account
Wallet,72369,N,Invalid Internet Banking Account
Card,82061,Y, 
Card,58922,Y, 
Card,47215,Y, 
Wallet,98657,N,Invalid UPI Account
Card,28710,N,Invalid UPI Account
Wallet,96824,Y, 
Card,21215,N,Invalid Internet Banking Account
Internet Banking,23269,Y, 
Wallet,12377,Y, 
Wallet,79597,Y, 
Internet Banking,26406,Y, 
Card,58992,Y, 
Card,97473,N,Invalid Card
Wallet,43470,N,Invalid Internet Banking Account
Card,30881,Y, 
Card,37247,Y, 
Wallet,22594,N,Invalid UPI Account
UPI,90361,Y, 
UPI,13216,Y, 
Wallet,86224,N,Invalid CVV
Internet Banking,79257,N,Invalid CVV
Card,60837,N,Invalid Internet Banking Account
Internet Banking,20907,N,Invalid Internet Banking Account
UPI,91143,Y, 
Wallet,27235,N,Invalid UPI Account
Wallet,36789,Y, 
Internet Banking,45523,Y, 
Internet Banking,45831,Y, 
Card,54371,Y, 
Wallet,60953,Y, 
Wallet,85731,Y, 
Wallet,44340,N,Invalid UPI Account
UPI,53972,Y, 
Internet Banking,14420,Y, 
UPI,89490,Y, 
UPI,12530,N,Invalid UPI Account
UPI,57062,Y, 
Wallet,73185,Y, 
Wallet,87320,N,Invalid Card
Wallet,19883,Y, 
Wallet,17018,N,Invalid CVV
Wallet,63229,Y, 
Wallet,59196,N,Invalid CVV
Internet Banking,13185,Y, 
Wallet,15390,N,Invalid UPI Account
Internet Banking,33150,N,Invalid Internet Banking Account
Wallet,18391,N,Invalid Card
Internet Banking,97973,Y, 
Card,35114,N,Invalid Card
UPI,98087,N,Invalid Internet Banking Account
Card,94962,Y, 
UPI,36330,N,Invalid Card
Card,23697,N,Invalid Card
Wallet,28278,Y, 
Wallet,75007,Y, 
Wallet,29404,N,Invalid Internet Banking Account
Wallet,96866,N,Invalid CVV
Internet Banking,22562,Y, 
Wallet,71667,N,Invalid Internet Banking Account
Wallet,16285,N,Invalid Internet Banking Account
Wallet,39148,Y, 
Internet Banking,92120,N,Invalid Card
Wallet,15886,N,Invalid CVV
Wallet,55795,Y, 
Card,64018,N,Invalid Internet Banking Account
Wallet,98712,N,Invalid Card
Card,35378,Y, 
UPI,66013,N,Invalid UPI Account
Wallet,86347,Y, 
UPI,38382,N,Invalid Internet Banking Account
Internet Banking,35626,Y, 
Card,57987,N,Invalid CVV
Card,15619,Y, 
UPI,27529,N,Invalid UPI Account
Wallet,63477,Y, 
Wallet,56215,N,Invalid Internet Banking Account
Internet Banking,34817,Y, 
Internet Banking,62390,Y, 
UPI,90658,N,Invalid Card
UPI,23415,Y, 
UPI,85100,Y, 
Wallet,60819,N,Invalid Card
Internet Banking,27280,N,Invalid Card
UPI,45744,N,Invalid CVV
Card,25302,Y, 
Wallet,92813,N,Invalid UPI Account
Card,70053,N,Invalid Card
Wallet,18100,Y, 
UPI,52295,N,Invalid CVV
Card,22397,N,Invalid Card
Wallet,88658,Y, 
Wallet,79329,N,Invalid CVV
Internet Banking,80795,N,Invalid UPI Account
UPI,82485,N,Invalid CVV
UPI,92459,N,Invalid Internet Banking Account
Internet Banking,75132,Y, 
Wallet,18112,Y, 
Card,93570,Y, 
UPI,49134,Y, 
Internet Banking,29871,N,Invalid Card
Wallet,24166,Y, 
Card,40572,N,Invalid Card
Internet Banking,18820,N,Invalid Card
Card,46117,N,Invalid Internet Banking Account
Card,13815,N,Invalid UPI Account
Wallet,13171,Y, 
UPI,90346,N,Invalid UPI Account
Card,76641,N,Invalid Internet Banking Account
Wallet,64464,Y, 
Card,67608,N,Invalid UPI Account
Card,20097,Y, 
Wallet,33511,N,Invalid UPI Account
Internet Banking,74123,N,Invalid Internet Banking Account
Internet Banking,78909,Y, 
Internet Banking,97072,Y, 
Internet Banking,53277,Y, 
UPI,93846,Y, 
Internet Banking,75487,N,Invalid Card
Wallet,22200,Y, 
Internet Banking,41308,Y, 
Internet Banking,36612,Y, 
UPI,63396,Y, 
UPI,18945,N,Invalid CVV
UPI,35246,N,Invalid CVV
Wallet,20798,N,Invalid CVV
Wallet,98523,Y, 
Wallet,68811,Y, 
UPI,52185,Y, 
Wallet,89109,Y, 
Internet Banking,44618,N,Invalid Internet Banking Account
Wallet,40077,N,Invalid CVV
Wallet,27010,N,Invalid UPI Account
UPI,90816,N,Invalid Internet Banking Account
UPI,19131,Y, 
Internet Banking,46666,N,Invalid CVV
Wallet,76501,Y, 
Wallet,51690,N,Invalid Card
Wallet,71677,Y, 
UPI,44812,N,Invalid UPI Account
UPI,29126,Y, 
Card,96678,N,Invalid Internet Banking Account
Internet Banking,58560,N,Invalid UPI Account
Wallet,54769,Y, 
Card,39116,Y, 
Internet Banking,55725,Y, 
Card,43817,N,Invalid CVV
Card,93862,Y, 
Wallet,15467,Y, 
Wallet,46923,Y, 
Internet Banking,25944,N,Invalid CVV
UPI,17196,N,Invalid Internet Banking Account
Internet Banking,10639,Y, 
Internet Banking,97062,Y, 
UPI,24432,Y, 
Internet Banking,68433,N,Invalid CVV
Internet Banking,57886,Y, 
Card,97830,N,Invalid UPI Account
Internet Banking,64479,Y, 
UPI,80142,Y, 
Internet Banking,19984,Y, 
Wallet,78793,N,Invalid UPI Account
UPI,45277,N,Invalid CVV
Wallet,12176,N,Invalid UPI Account
Card,29577,Y, 
UPI,45565,N,Invalid Card
Card,26252,N,Invalid UPI Account
Internet Banking,81419,N,Invalid UPI Account
Card,32440,Y, 
UPI,42254,N,Invalid Card
Internet Banking,13475,Y, 
UPI,74218,Y, 
Wallet,83023,N,Invalid Card
Wallet,91304,Y, 
UPI,57222,Y, 
Wallet,35174,Y, 
UPI,40127,Y, 
Internet Banking,40622,N,Invalid CVV
Internet Banking,88678,N,Invalid CVV
Card,71212,Y, 
UPI,27582,Y, 
Wallet,99373,Y, 
Card,78412,N,Invalid UPI Account
Wallet,12512,Y, 
Card,83365,Y, 
Internet Banking,88214,Y, 
Card,95360,Y, 
UPI,91256,Y, 
Wallet,12576,N,Invalid UPI Account
Internet Banking,19858,N,Invalid CVV
Internet Banking,44622,Y, 
UPI,75388,N,Invalid Card
Card,23461,N,Invalid CVV
UPI,37857,Y, 
Wallet,53045,N,Invalid CVV
Wallet,62351,Y, 
UPI,79671,N,Invalid Internet Banking Account
Internet Banking,48630,Y, 
Card,46750,Y, 
UPI,42645,Y, 
Wallet,98729,Y, 
UPI,89701,N,Invalid Card
Card,11131,N,Invalid CVV
Wallet,75954,Y, 
Internet Banking,31296,N,Invalid UPI Account
Card,80585,Y, 
Internet Banking,34683,N,Invalid Card
Card,12615,Y, 
Card,98360,N,Invalid CVV
Card,14101,Y, 
Wallet,69511,N,Invalid UPI Account
Internet Banking,56358,N,Invalid Internet Banking Account
Wallet,21432,Y, 
Card,30612,N,Invalid CVV
UPI,51863,Y, 
Wallet,57762,Y, 
UPI,53355,N,Invalid Card
Wallet,44767,N,Invalid Card
UPI,39472,N,Invalid UPI Account
Wallet,56415,N,Invalid CVV
Internet Banking,41450,Y, 
Wallet,95191,Y, 
Wallet,38817,N,Invalid Card
Wallet,77837,N,Invalid UPI Account
Wallet,12037,Y, 
Card,47052,N,Invalid Card
Internet Banking,32674,N,Invalid Internet Banking Account
Card,90688,Y, 
Wallet,32289,N,Invalid Card
Wallet,73641,N,Invalid Card
Card,79382,N,Invalid Card
Card,61614,Y, 
Card,75470,Y, 
Wallet,87827,N,Invalid CVV
UPI,73717,N,Invalid Internet Banking Account
Internet Banking,86743,N,Invalid UPI Account
UPI,22490,N,Invalid Internet Banking Account
Card,73805,Y, 
Internet Banking,68653,Y, 
Card,31028,N,Invalid Card
UPI,50437,N,Invalid Card
Card,30176,Y, 
Internet Banking,68526,N,Invalid Card
Internet Banking,56706,N,Invalid CVV
UPI,65967,Y, 
Wallet,24342,Y, 
UPI,29345,N,Invalid Card
Card,32381,N,Invalid CVV
Card,43475,N,Invalid Card
Internet Banking,15975,N,Invalid CVV
Card,27518,N,Invalid Internet Banking Account
Internet Banking,79483,N,Invalid Card
Wallet,87517,Y, 
Internet Banking,25884,Y, 
Wallet,61895,N,Invalid Internet Banking Account
Internet Banking,46004,Y, 
Card,48182,Y, 
UPI,73994,N,Invalid UPI Account
Internet Banking,57284,Y, 
UPI,50162,N,Invalid Card
Internet Banking,79988,N,Invalid UPI Account
Wallet,51158,Y, 
Wallet,33136,N,Invalid Card
Internet Banking,84929,N,Invalid UPI Account
Card,18948,Y, 
Card,46889,N,Invalid UPI Account
Card,97312,N,Invalid Internet Banking Account
Internet Banking,44827,Y, 
Wallet,46560,N,Invalid Card
Internet Banking,55652,Y, 
Wallet,35631,N,Invalid Card
Card,62786,N,Invalid Internet Banking Account
Internet Banking,17618,N,Invalid CVV
UPI,65416,N,Invalid Card
Wallet,12994,N,Invalid CVV
Card,23951,N,Invalid CVV
Card,33980,N,Invalid UPI Account
UPI,35528,Y, 
Wallet,44498,Y, 
UPI,85301,Y, 
Internet Banking,54799,Y, 
UPI,65063,Y, 
UPI,43751,N,Invalid UPI Account
Card,45757,Y, 
Card,56589,N,Invalid Card
Card,33777,Y, 
UPI,18384,Y, 
Internet Banking,30904,N,Invalid CVV
UPI,22533,Y, 
Card,26284,N,Invalid Internet Banking Account
Internet Banking,77693,Y, 
Wallet,99586,Y, 
Wallet,77302,Y, 
Card,75841,N,Invalid UPI Account
Internet Banking,51563,Y, 
Card,10364,N,Invalid Internet Banking Account
Wallet,96865,N,Invalid CVV
Internet Banking,23568,Y, 
UPI,49815,N,Invalid Card
Wallet,32536,N,Invalid Card
Wallet,40560,N,Invalid CVV
Wallet,30902,N,Invalid Internet Banking Account
Wallet,46448,Y, 
UPI,85602,N,Invalid Card
Internet Banking,68494,Y, 
UPI,69976,N,Invalid UPI Account
Internet Banking,19199,Y, 
Card,23717,Y, 
Internet Banking,32018,N,Invalid UPI Account
Wallet,73721,Y, 
UPI,65767,Y, 
Wallet,65669,N,Invalid CVV
Wallet,25564,N,Invalid CVV
Wallet,21741,N,Invalid Internet Banking Account
Card,20779,Y, 
Wallet,94829,N,Invalid Card
Wallet,24452,Y, 
UPI,58814,Y, 
Internet Banking,19601,N,Invalid CVV
Wallet,14053,N,Invalid Internet Banking Account
Wallet,68371,N,Invalid Internet Banking Account
Internet Banking,57612,N,Invalid CVV
Internet Banking,59755,Y, 
Wallet,19258,Y, 
UPI,19089,Y, 
UPI,99722,N,Invalid Internet Banking Account
Card,36791,N,Invalid Internet Banking Account
UPI,78034,Y, 
Card,17148,Y, 
Wallet,50822,Y, 
Wallet,25227,N,Invalid UPI Account
Internet Banking,59332,Y, 
Internet Banking,57604,N,Invalid Card
Wallet,88122,N,Invalid UPI Account
Card,53534,Y, 
Wallet,36579,Y, 
Card,74380,N,Invalid UPI Account
Card,97964,N,Invalid Internet Banking Account
Internet Banking,37839,N,Invalid Card
Card,83559,Y, 
UPI,60672,Y, 
Wallet,36202,N,Invalid CVV
UPI,99654,Y, 
UPI,50608,Y, 
Internet Banking,68417,Y, 
Card,69653,Y, 
Wallet,79826,Y, 
Card,19284,N,Invalid UPI Account
UPI,25469,Y, 
Internet Banking,91534,Y, 
Internet Banking,30422,Y, 
Card,13898,Y, 
UPI,10486,Y, 
Card,86057,Y, 
Internet Banking,65261,N,Invalid Internet Banking Account
Internet Banking,67650,Y, 
UPI,33716,Y, 
Wallet,92105,Y, 
Wallet,72439,Y, 
UPI,56661,Y, 
Card,60039,Y, 
Wallet,15545,Y, 
Internet Banking,36948,Y, 
Card,72111,N,Invalid UPI Account
UPI,17743,N,Invalid CVV
UPI,99762,N,Invalid UPI Account
Wallet,62126,Y, 
UPI,51881,N,Invalid Internet Banking Account
Wallet,36690,N,Invalid CVV
Card,80098,N,Invalid CVV
UPI,47122,Y, 
Internet Banking,67360,Y, 
Card,92976,Y, 
UPI,62421,N,Invalid Card
Internet Banking,64737,N,Invalid CVV
Wallet,58544,Y, 
Card,63561,N,Invalid UPI Account
UPI,91056,N,Invalid UPI Account
Wallet,83101,Y, 
Card,33523,Y, 
Internet Banking,65849,N,Invalid Card
UPI,15782,Y, 
UPI,31923,Y, 
UPI,24788,N,Invalid CVV
Card,53960,N,Invalid CVV
Wallet,72066,Y, 
Internet Banking,12225,N,Invalid Internet Banking Account
Card,66898,N,Invalid Internet Banking Account
Card,76736,Y, 
Wallet,62515,Y, 
Card,14319,N,Invalid Internet Banking Account
Wallet,63220,N,Invalid Card
Card,12454,Y, 
Internet Banking,93661,Y, 
Wallet,46267,Y, 
Internet Banking,13838,N,Invalid UPI Account
Card,86944,Y, 
UPI,16315,Y, 
UPI,36536,N,Invalid Internet Banking Account
Internet Banking,77687,Y, 
Wallet,32727,N,Invalid UPI Account
UPI,23862,N,Invalid CVV
Card,82368,N,Invalid UPI Account
Wallet,31840,Y, 
Wallet,74778,N,Invalid Card
Internet Banking,25527,Y, 
Wallet,50826,Y, 
Card,13310,N,Invalid CVV
UPI,51442,N,Invalid CVV
Card,90188,Y, 
Internet Banking,60258,Y, 
Internet Banking,10328,Y, 
Card,67447,Y, 
Card,63124,N,Invalid Card
Internet Banking,12833,Y, 
UPI,92063,N,Invalid Card
UPI,77060,Y, 
Wallet,30225,N,Invalid UPI Account
Wallet,79154,N,Invalid Internet Banking Account
Internet Banking,91330,N,Invalid CVV
Internet Banking,81009,N,Invalid UPI Account
UPI,75841,Y, 
Wallet,38525,N,Invalid Card
Card,27008,Y, 
Wallet,14277,Y, 
Internet Banking,79560,N,Invalid CVV
UPI,27715,Y, 
Card,89839,N,Invalid UPI Account
UPI,58948,N,Invalid Internet Banking Account
UPI,86572,Y, 
UPI,77358,Y, 
UPI,48623,Y, 
Internet Banking,17322,Y, 
Card,91847,Y, 
UPI,15445,Y, 
UPI,72835,N,Invalid Card
UPI,65888,N,Invalid UPI Account
Internet Banking,23687,Y, 
Internet Banking,62991,N,Invalid Internet Banking Account
Internet Banking,61409,Y, 
Wallet,49748,N,Invalid CVV
Card,61707,Y, 
Internet Banking,57679,Y, 
UPI,38191,Y, 
Wallet,86555,N,Invalid UPI Account
Wallet,22147,N,Invalid UPI Account
UPI,87062,N,Invalid CVV
Internet Banking,25551,N,Invalid CVV
Card,85131,Y, 
UPI,14880,N,Invalid CVV
UPI,28212,Y, 
Wallet,32799,N,Invalid UPI Account
UPI,41891,N,Invalid Card
UPI,53891,N,Invalid Internet Banking Account
Card,17560,Y, 
Wallet,24057,Y, 
UPI,73302,N,Invalid UPI Account
UPI,49981,Y, 
Card,79988,Y, 
Internet Banking,83714,Y, 
Card,12696,Y, 
Wallet,53145,N,Invalid Internet Banking Account
Internet Banking,46078,Y, 
Internet Banking,69550,N,Invalid CVV
Wallet,26683,N,Invalid CVV
Card,89529,N,Invalid UPI Account
Wallet,95403,Y, 
Card,25388,Y, 
UPI,30256,N,Invalid Internet Banking Account
Wallet,58952,Y, 
Wallet,45076,Y, 
Internet Banking,46428,Y, 
Card,90652,N,Invalid Internet Banking Account
Wallet,13211,N,Invalid CVV
Wallet,67971,Y, 
Wallet,28457,N,Invalid CVV
Internet Banking,78733,N,Invalid Card
UPI,96351,Y, 
Card,73780,Y, 
UPI,32749,N,Invalid UPI Account
Internet Banking,22606,Y, 
UPI,95280,N,Invalid Internet Banking Account
Wallet,64607,Y, 
UPI,88651,Y, 
Internet Banking,51012,N,Invalid CVV
UPI,84693,N,Invalid CVV
UPI,13610,Y, 
UPI,95360,Y, 
UPI,75886,Y, 
Internet Banking,15872,N,Invalid Card
Wallet,74156,N,Invalid CVV
Card,16431,Y, 
UPI,28418,N,Invalid Card
Internet Banking,35179,N,Invalid Card
UPI,66259,Y, 
Wallet,46086,Y, 
Internet Banking,17016,Y, 
Wallet,13132,N,Invalid Internet Banking Account
Internet Banking,18152,Y, 
UPI,36597,Y, 
Internet Banking,36011,N,Invalid Card
Card,63003,Y, 
UPI,42001,N,Invalid Internet Banking Account
Internet Banking,75337,N,Invalid CVV
Card,81699,N,Invalid CVV
Card,80522,Y, 
Wallet,14451,N,Invalid CVV
Card,22310,N,Invalid CVV
Wallet,62595,Y, 
UPI,97256,Y, 
UPI,45982,N,Invalid Card
Card,98587,N,Invalid Card
Internet Banking,42953,Y, 
Card,40369,Y, 
Wallet,22765,Y, 
Wallet,54213,Y, 
UPI,21546,N,Invalid CVV
Internet Banking,65409,N,Invalid CVV
Internet Banking,96773,Y, 
Internet Banking,66093,N,Invalid CVV
Card,42740,N,Invalid Internet Banking Account
Wallet,27421,N,Invalid Card
Wallet,93877,N,Invalid CVV
Card,14146,N,Invalid Internet Banking Account
Card,35385,Y, 
Card,60562,N,Invalid Card
Wallet,18694,Y, 
Wallet,34538,N,Invalid CVV
UPI,92187,N,Invalid CVV
Internet Banking,22110,N,Invalid UPI Account
Internet Banking,91986,Y, 
Wallet,94019,N,Invalid Internet Banking Account
Card,12877,N,Invalid Internet Banking Account
UPI,18140,Y, 
UPI,98715,Y, 
Card,18234,Y, 
Card,13148,Y, 
UPI,90013,N,Invalid UPI Account
Wallet,61090,N,Invalid UPI Account
Card,22379,Y, 
UPI,62082,N,Invalid UPI Account
UPI,58486,N,Invalid Internet Banking Account
Card,13332,N,Invalid Internet Banking Account
UPI,37045,N,Invalid UPI Account
UPI,64205,N,Invalid Card
UPI,26314,N,Invalid UPI Account
UPI,41761,N,Invalid Card
Card,54839,Y, 
Internet Banking,86346,N,Invalid Internet Banking Account
Internet Banking,28112,N,Invalid CVV
Card,51970,N,Invalid CVV
Card,53519,Y, 
Wallet,89318,Y, 
Internet Banking,37130,N,Invalid Card
Card,16550,N,Invalid Card
Card,52282,N,Invalid CVV
Internet Banking,58182,Y, 
Card,64915,Y, 
UPI,49577,Y, 
Wallet,30339,Y, 
Internet Banking,51284,N,Invalid CVV
Internet Banking,15229,N,Invalid Internet Banking Account
Wallet,30110,N,Invalid Internet Banking Account
Wallet,81814,Y, 
UPI,63706,Y, 
UPI,67572,Y, 
UPI,30822,N,Invalid Card
Wallet,66635,Y, 
Wallet,74977,Y, 
Card,22510,N,Invalid UPI Account
Card,53163,Y, 
Wallet,64603,Y, 
Card,83883,Y, 
Wallet,32199,Y, 
Card,10971,Y, 
Card,49970,Y, 
Internet Banking,22362,N,Invalid Internet Banking Account
Card,19476,N,Invalid Card
Wallet,13709,Y, 
Card,72049,N,Invalid CVV
Wallet,79677,Y, 
Card,64205,Y, 
Card,71577,Y, 
UPI,19034,N,Invalid Internet Banking Account
Card,50706,Y, 
Internet Banking,87843,Y, 
Card,40675,Y, 
Card,66722,N,Invalid Card
UPI,92677,N,Invalid Internet Banking Account
Wallet,30408,N,Invalid Internet Banking Account
Wallet,45811,N,Invalid Internet Banking Account
Wallet,48390,Y, 
Wallet,70598,N,Invalid Card
Wallet,14952,N,Invalid UPI Account
Card,74164,N,Invalid Card
Internet Banking,98764,N,Invalid Card
Card,64816,N,Invalid CVV
Card,43045,Y, 
UPI,15741,Y, 
Card,55123,Y, 
UPI,30180,Y, 
Internet Banking,29541,Y, 
UPI,53569,N,Invalid Card
UPI,13084,N,Invalid Internet Banking Account
Card,66146,Y, 
UPI,83744,N,Invalid Internet Banking Account
UPI,86789,N,Invalid Card
Wallet,29219,N,Invalid UPI Account
Wallet,41702,N,Invalid CVV
Internet Banking,84812,Y, 
Wallet,28253,Y, 
Wallet,15506,Y, 
Internet Banking,83908,N,Invalid Card
UPI,33737,Y, 
Wallet,89078,Y, 
UPI,28973,Y, 
Internet Banking,58273,N,Invalid CVV
Wallet,17093,Y, 
UPI,50941,Y, 
Wallet,21556,N,Invalid Card
Wallet,16661,Y, 
Card,78620,N,Invalid UPI Account
Card,75089,Y, 
UPI,52311,Y, 
Internet Banking,94330,Y, 
Card,10304,Y, 
Wallet,30813,Y, 
UPI,15340,N,Invalid Card
Card,83927,N,Invalid CVV
Wallet,58307,N,Invalid CVV
UPI,99455,N,Invalid Internet Banking Account
Wallet,51297,Y, 
Card,84804,N,Invalid CVV
UPI,99224,Y, 
Internet Banking,89730,Y, 
UPI,20828,N,Invalid Card
UPI,42669,Y, 
UPI,64329,Y, 
Internet Banking,34734,Y, 
Internet Banking,50874,Y, 
Card,20388,Y, 
Card,64218,Y, 
Wallet,53921,Y, 
Internet Banking,28442,N,Invalid CVV
UPI,29151,N,Invalid Internet Banking Account
Wallet,96521,Y, 
Internet Banking,53050,N,Invalid UPI Account
Wallet,26819,Y, 
UPI,38641,Y, 
Wallet,68651,Y, 
Internet Banking,69462,Y, 
UPI,40883,N,Invalid UPI Account
Wallet,20860,N,Invalid CVV
Card,24244,N,Invalid Internet Banking Account
UPI,80119,N,Invalid Internet Banking Account
Wallet,52653,N,Invalid Card
Internet Banking,63319,Y, 
Internet Banking,40329,Y, 
Internet Banking,27792,N,Invalid Card
Wallet,66667,N,Invalid CVV
Internet Banking,77426,Y, 
Wallet,15855,N,Invalid Card
UPI,11630,N,Invalid UPI Account
Internet Banking,28746,N,Invalid CVV
UPI,29214,N,Invalid UPI Account
UPI,30831,N,Invalid Card
Internet Banking,75789,Y, 
Card,78584,N,Invalid CVV
Internet Banking,27007,N,Invalid UPI Account
UPI,59026,Y, 
Wallet,68555,N,Invalid UPI Account
Wallet,16420,Y, 
Wallet,85811,N,Invalid Internet Banking Account
Wallet,11236,Y, 
Wallet,71163,N,Invalid Card
Internet Banking,29460,Y, 
Wallet,71179,Y, 
Wallet,52419,Y, 
Wallet,55483,N,Invalid UPI Account
Wallet,76468,Y, 
Internet Banking,31668,Y, 
Internet Banking,64250,N,Invalid UPI Account
Wallet,51883,N,Invalid Card
Card,75632,N,Invalid UPI Account
Internet Banking,64981,Y, 
UPI,98433,Y, 
Card,77007,Y, 
Wallet,51310,N,Invalid CVV
Internet Banking,33748,Y, 
Internet Banking,65041,N,Invalid Card
Card,45179,N,Invalid Internet Banking Account
Card,69007,N,Invalid Internet Banking Account
Card,39278,N,Invalid UPI Account
Wallet,63067,Y, 
Internet Banking,58910,N,Invalid UPI Account
Card,57346,Y, 
Wallet,78064,Y, 
Wallet,19286,Y, 
Internet Banking,67090,N,Invalid CVV
Card,73908,N,Invalid CVV
Internet Banking,41845,Y, 
Wallet,32512,Y, 
Card,10610,Y, 
Internet Banking,86174,N,Invalid UPI Account
Wallet,17353,N,Invalid CVV
Wallet,82963,Y, 
UPI,15173,N,Invalid UPI Account
Wallet,42988,Y, 
Internet Banking,90189,Y, 
Card,54866,N,Invalid Card
Internet Banking,25441,Y, 
UPI,46311,N,Invalid Card
Internet Banking,23142,N,Invalid CVV
Wallet,21072,Y, 
UPI,47727,Y, 
Internet Banking,84670,Y, 
Wallet,50730,N,Invalid Card
Wallet,51838,N,Invalid Card
UPI,27092,Y, 
Internet Banking,30610,Y, 
Card,14478,N,Invalid CVV
UPI,93817,N,Invalid Internet Banking Account
Internet Banking,52016,N,Invalid Internet Banking Account
Wallet,25011,Y, 
Internet Banking,78134,Y, 
Card,89997,Y, 
Wallet,89174,Y, 
Wallet,97109,Y, 
Card,61258,Y, 
UPI,29185,Y, 
UPI,77017,Y, 
Wallet,13607,N,Invalid UPI Account
Card,85527,Y, 
Wallet,39297,N,Invalid Internet Banking Account
Wallet,39468,N,Invalid UPI Account
Internet Banking,21536,N,Invalid UPI Account
Internet Banking,64450,N,Invalid CVV
UPI,99030,Y, 
Card,72864,Y, 
Card,29179,N,Invalid UPI Account
Internet Banking,40363,N,Invalid Card
Internet Banking,78328,Y, 
Internet Banking,20714,N,Invalid Internet Banking Account
UPI,38767,N,Invalid Card
Internet Banking,95867,Y, 
Internet Banking,11956,N,Invalid UPI Account
UPI,99299,N,Invalid UPI Account
Internet Banking,13309,Y, 
Internet Banking,66547,Y, 
Card,37701,N,Invalid Internet Banking Account
Internet Banking,64616,Y, 
Internet Banking,67228,Y, 
UPI,97179,N,Invalid UPI Account
Internet Banking,92225,Y, 
Internet Banking,66830,Y, 
Wallet,28962,N,Invalid UPI Account
Internet Banking,75959,Y, 
Internet Banking,86174,Y, 
Internet Banking,68173,Y, 
UPI,47222,N,Invalid CVV
Wallet,28174,N,Invalid UPI Account
Internet Banking,68047,Y, 
Internet Banking,17318,Y, 
Card,17866,Y, 
Wallet,95659,Y, 
Card,10597,N,Invalid CVV
Card,44477,N,Invalid Card
UPI,28175,Y, 
Card,13271,Y, 
Wallet,74733,Y, 
Wallet,74140,N,Invalid Card
Internet Banking,67571,Y, 
UPI,64220,Y, 
Wallet,29644,Y, 
Card,75871,Y, 
UPI,79467,N,Invalid CVV
Card,25059,Y, 
Wallet,79275,N,Invalid Card
UPI,87406,N,Invalid UPI Account
Wallet,61258,Y, 
Internet Banking,12256,Y, 
Internet Banking,82662,N,Invalid Internet Banking Account
Card,32733,N,Invalid Internet Banking Account
UPI,60830,Y, 
Internet Banking,64046,N,Invalid Internet Banking Account
UPI,50880,N,Invalid CVV
Internet Banking,78994,Y, 
Internet Banking,77763,N,Invalid Internet Banking Account
UPI,47552,Y, 
Internet Banking,51101,N,Invalid UPI Account
UPI,47808,N,Invalid UPI Account
Wallet,92236,Y, 
Card,11759,Y, 
UPI,55058,Y, 
Card,18420,N,Invalid Card
Internet Banking,68411,Y, 
Internet Banking,11986,N,Invalid CVV
UPI,22617,N,Invalid UPI Account
Card,44283,N,Invalid Card
Card,52092,N,Invalid Card
Wallet,86501,Y, 
Internet Banking,76409,N,Invalid UPI Account
Wallet,88199,N,Invalid Card
Card,51608,Y, 
Wallet,97130,N,Invalid Internet Banking Account
UPI,23065,N,Invalid CVV
Wallet,22057,Y, 
UPI,35421,Y, 
UPI,23753,Y, 
UPI,58796,Y, 
UPI,89450,N,Invalid Internet Banking Account
